Област;Община;Населено място;Училище;Код по Админ;БЕЛ-уч;бел;МАТ-уч;мат
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"72 Основно училище "" Христо Ботев """;2217072;24;53,63;24;33,2
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"88. Средно училище ""Димитър Попниколов""";2217088;147;67,49;146;46,71
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"149 Средно училище ,,Иван Хаджийски""";2217149;49;57,6;49;31,69
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ ""СОФИЯ""";2217151;103;68,18;103;46,75
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"Частно основно училище ""Монтесори"" ЕООД";2217525;10;63,15;10;57,75
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ТОМАС ЕДИСЪН""";2217722;12;85,88;12;74,65
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"83. Основно училище ""Елин Пелин""";2218083;25;56,68;25;30,62
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"Частно основно училище ""Изгрев""";2218703;8;66;8;42,81
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"24 Средно училище ""П.К.Яворов""";2219024;7;28,29;8;12,25
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"42. Основно училище "" Хаджи Димитър""";2219042;114;62,69;114;44,17
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"44. Средно училище ""Неофит Бозвели""";2219044;52;60,32;52;36,85
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"49-то Основно училище ""Бенито Хуарес""";2219049;114;66,69;114;44,73
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"95 СУ ""Проф. Иван Шишманов""";2219095;49;51,29;49;31,29
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"106 Основно училище "" Григорий Цамблак """;2219106;11;21,27;11;17,59
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"124 ОСНОВНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""";2219124;8;21,06;9;14,81
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"130. средно училище ""Стефан Караджа""";2219130;20;32,13;20;13
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"143 основно училище ""Георги Бенковски""";2219143;123;72,6;123;60,42
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"166 Спортно училище ""Васил Левски""";2219166;74;52,17;73;34,1
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;199 Основно Училище Свети Апостол Йоан Богослов;2219199;42;62,27;42;27,14
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"14. средно училище ""Проф. д-р Асен Златаров""";2220014;59;67,58;59;44,49
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"29. Средно училище ""Кузман Шапкарев""";2220029;13;42,77;13;20,02
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"48 ОСНОВНО УЧИЛИЩЕ ""ЙОСИФ КОВАЧЕВ""";2220048;59;58,82;59;35,69
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"58 Основно училище ""Сергей Румянцев""";2220058;37;62,73;37;27,85
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"59 ОБЕДИНЕНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""";2220059;16;19,09;16;9,56
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"60 ОУ ""Св.св.Кирил и Методий""";2220060;40;58,54;40;35,4
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"100 ОСНОВНО УЧИЛИЩЕ ""НАЙДЕН ГЕРОВ""";2220100;8;66,13;8;51,22
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"23 Средно училище ""Фредерик Жолио-Кюри""";2221023;65;61,46;65;33,62
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"31 Средно училище за чужди езици и математика ""Иван Вазов""";2221031;108;73,83;108;54,6
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"93-то Средно училище ""Александър Теодоров - Балан""";2221093;44;50,44;43;26,01
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""";2221094;53;18,58;51;10,29
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"109 Основно училище ""Христо Смирненски""";2221109;76;71,16;76;57,43
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"138. СРЕДНО УЧИЛИЩЕ ЗА ЗАПАДНИ И ИЗТОЧНИ ЕЗИЦИ ""ПРОФ. ВАСИЛ ЗЛАТАРСКИ""";2221138;124;68,77;124;60,66
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"148 ОСНОВНО УЧИЛИЩЕ ""ПРОФЕСОР Д-Р ЛЮБОМИР МИЛЕТИЧ""";2221148;30;49,47;30;20,98
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"ЧАСТНО ОСНОВНО УЧИЛИЩЕ ""ОБРАЗОВАТЕЛНИ ТЕХНОЛОГИИ""";2221501;63;72,63;63;64,69
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;Първа Частна Математическа Гимназия;2221563;76;85,28;76;93,05
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"Частно основно училище ""Джани РоДари"" ЕООД";2221614;12;51,5;12;30,04
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"6 ОУ ""Граф Игнатиев""";2222006;99;76,82;99;60,09
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""";2222007;99;71,61;99;55,87
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"12 Средно училище "" Цар Иван Асен II""";2222012;95;68,97;95;52,74
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"38 основно училище""Васил Априлов""";2222038;108;75,81;108;60,99
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"127 СРЕДНО УЧИЛИЩЕ ""Иван Николаевич Денкоглу""";2222127;44;71,7;45;45,66
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;133 Средно училище „Александър Сергеевич Пушкин”;2222133;97;76,02;97;65,18
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"8. Средно училище ""Васил Левски""";2223008;59;70,14;59;50,8
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"55 СРЕДНО УЧИЛИЩЕ ""ПЕТКО КАРАВЕЛОВ""";2223055;177;73,23;177;62,26
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"20. Oсновно училище ""Тодор Минков"" с ранно чуждоезиково обучение по френски и немски език";2224020;110;78,96;110;64,17
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"22 Средно езиково училище ""Георги Стойков Раковски""";2224022;108;72;108;59,04
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"41 основно училище ""Св. Патриарх Евтимий""";2224041;92;72,65;92;60,6
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"47 Средно училище ""Христо Груев Данов""";2224047;29;59,1;29;38,53
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"73.СУ с преподаване на чужди езици ""Владислав Граматик""";2224073;127;80,13;127;68,17
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"104 основно училище ""Захари Стоянов""";2224104;97;77,84;97;62,94
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"121 СРЕДНО УЧИЛИЩЕ ""ГЕОРГИ ИЗМИРЛИЕВ""";2224121;50;66,51;50;44,23
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"126 ОСНОВНО УЧИЛИЩЕ ""Петко Юрданов Тодоров""";2224126;86;67,69;86;42,66
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"ЧСУ по изкуства и чужди езици ""Артис""";2224544;14;66,21;14;37,45
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"Частно основно училище ""Куест""";2224672;5;66,8;5;57,4
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"Частно основно училище ""Прогресивно образование""";2224677;6;67,83;6;50
ЧУЖБИНА;ЧУЖБИНА;ПРАГА;"Българско средно училище ""Д-р Петър Берон""";2900102;16;50,38;16;16,73
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;"Национално музикално училище ""Любомир Пипков""";2902101;76;63,74;75;37,46
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;Национално училище за танцово изкуство;2902301;48;63,44;48;30,26
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;Национален учебен комплекс по култура с лицей за изучаване на италиански език и култура с участието на Република Италия;2902701;79;78,73;79;63,59
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;Национална гимназия за древни езици и култури Константин Кирил Философ;2902702;79;85,44;79;55,1
СОФИЯ-ГРАД;СТОЛИЧНА;С.БИСТРИЦА;"192. СРЕДНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""";2218192;25;55,7;25;30,45
СОФИЯ-ГРАД;СТОЛИЧНА;С.БУСМАНЦИ;"65 основно училище ""Св. Св. Кирил и Методий""";2207065;6;37,33;6;24,29
СОФИЯ-ГРАД;СТОЛИЧНА;С.ВЛАДАЯ;"86 Основно училище ""Св. Климент Охридски""";2202086;12;63,46;12;30,04
СОФИЯ-ГРАД;СТОЛИЧНА;С.ВОЛУЯК;"146 Основно училище ""Патриарх Евтимий""";2203146;25;58,36;25;26,32
СОФИЯ-ГРАД;СТОЛИЧНА;С.ГЕРМАН;"84 ОСНОВНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""";2218084;19;54,21;19;36,95
СОФИЯ-ГРАД;СТОЛИЧНА;С.ГОРНИ БОГРОВ;"115 Основно Училище ""Свети, свети Кирил и Методий""";2210115;13;59,85;13;44,08
СОФИЯ-ГРАД;СТОЛИЧНА;С.ДОБРОСЛАВЦИ;"179 Основно училище ""Васил Левски""";2215179;15;42,93;15;19,87
СОФИЯ-ГРАД;СТОЛИЧНА;С.ДОЛНИ ПАСАРЕЛ;"202 ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ""";2218202;11;50,64;11;28,95
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЖЕЛЕЗНИЦА;"191 ОСНОВНО УЧИЛИЩЕ ""ОТЕЦ ПАИСИЙ""";2218191;13;53,23;13;44,1
СОФИЯ-ГРАД;СТОЛИЧНА;С.КАЗИЧЕНЕ;"71 Средно училище ""Пейо Яворов""";2218071;46;47,72;46;21,85
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЛОЗЕН;"200 Основно училище ""Отец Паисий""";2218200;19;59,34;19;46,8
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЛОЗЕН;"201 ОСНОВНО УЧИЛИЩЕ ""СВ.СВ. КИРИЛ И МЕТОДИЙ""";2218201;28;62,93;28;40
СОФИЯ-ГРАД;СТОЛИЧНА;С.МРАМОР;"175 основно училище ""Васил Левски""";2203175;24;51,6;24;29,52
СОФИЯ-ГРАД;СТОЛИЧНА;С.МЪРЧАЕВО;"152 ОСНОВНО УЧИЛИЩЕ ""СВ.СВ. КИРИЛ И МЕТОДИЙ""";2202152;4;71,25;4;26,81
СОФИЯ-ГРАД;СТОЛИЧНА;С.НЕГОВАН;176 ОУ;2215176;23;52,02;23;25,3
СОФИЯ-ГРАД;СТОЛИЧНА;С.СВЕТОВРАЧЕНЕ;"177 Основно училище "" Св.Св.Кирил и Методий""";2215177;6;19,33;6;12
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЧЕПИНЦИ;"160 Основно училище "" Кирил и Методий""";2215160;9;46,89;9;23,92
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЯНА;"116 Основно училище ""Паисий Хилендарски""";2210116;7;25,79;7;9,43
СОФИЯ-ОБЛАСТ;АНТОН;С.АНТОН;"Основно училище ""Свети Свети Кирил и Методий""";2307255;7;37,64;6;45,21
СОФИЯ-ОБЛАСТ;БОЖУРИЩЕ;ГР.БОЖУРИЩЕ;"Средно училище ""Летец Христо Топракчиев""";2308970;68;70,08;68;42,71
СОФИЯ-ОБЛАСТ;БОЖУРИЩЕ;С.ХЕРАКОВО;"Основно училище ""Свети Свети Кирил и Методий""";2308988;8;14,25;8;14,28
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;"Профилирана природо-математическа гимназия ""Акад.проф.д-р Асен Златаров""";2300099;26;67,17;26;44,13
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;"Основно училище ""Свети Свети Кирил и Методий""";2301045;44;57,89;44;39,63
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;"Основно училище ""Васил Левски""";2308753;43;28,63;43;14,42
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;"Основно училище "" Никола Йонков Вапцаров""";2308760;104;68,19;104;44,79
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.ВРАЧЕШ;"Основно училище ""Отец Паисий""";2309015;17;46;17;23,82
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.ЛИТАКОВО;"Основно училище ""Васил Левски""";2308415;17;23,44;17;11,57
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.НОВАЧЕНЕ;"Основно училище ""Васил Левски""";2309766;10;10,3;9;11,56
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.СКРАВЕНА;"Основно училище ""Свети Свети Кирил и Методий""";2309022;12;39,83;11;17,27
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.ТРУДОВЕЦ;"Основно училище ""Любен Каравелов""";2300114;22;46,48;22;28,56
СОФИЯ-ОБЛАСТ;ГОДЕЧ;ГР.ГОДЕЧ;"Средно училище ""Проф. д-р Асен Златаров""";2300163;28;56,14;28;28,33
СОФИЯ-ОБЛАСТ;ГОРНА МАЛИНА;С.АПРИЛОВО;"Обединено училище ""Свети Свети Кирил и Методий""";2309200;17;32,41;16;10,63
СОФИЯ-ОБЛАСТ;ГОРНА МАЛИНА;С.ГОРНА МАЛИНА;"Средно училище ""Христо Ботев""";2309225;35;54,36;35;24,27
СОФИЯ-ОБЛАСТ;ГОРНА МАЛИНА;С.ДОЛНО КАМАРЦИ;"Основно училище ""Отец Паисий""";2309385;4;25,5;4;12
СОФИЯ-ОБЛАСТ;ДОЛНА БАНЯ;ГР.ДОЛНА БАНЯ;"Средно училище ""Неофит Рилски""";2306213;38;42,17;36;20,01
СОФИЯ-ОБЛАСТ;ДРАГОМАН;ГР.ДРАГОМАН;"Средно училище ""Христо Ботев""";2300214;26;61,29;27;24
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;ГР.ЕЛИН ПЕЛИН;"Средно училище ""Васил Левски""";2300170;85;63,24;85;38,06
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.ГАБРА;"Основно училище ""Отец Паисий""";2309080;5;51,5;5;18
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.ДОГАНОВО;"Основно училище ""Свети Свети Кирил и Методий""";2309684;6;23,58;6;13,17
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.ЕЛИН ПЕЛИН (ГАРА ЕЛИН П;"Основно училище ""Стефан Стефанов""";2308778;18;37,83;18;29,81
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.ЛЕСНОВО;"Основно училище ""Христо Ботев""";2309691;13;36,19;13;15,58
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.МУСАЧЕВО;"Основно училище ""Иван Вазов""";2309403;5;49;5;23,8
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.НОВИ ХАН;"Основно училище ""Свети свети Кирил и Методий""";2309410;17;64,5;17;35,15
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.РАВНО ПОЛЕ;"Основно училище ""Христо Ботев""";2309264;5;48,9;5;23,55
СОФИЯ-ОБЛАСТ;ЕТРОПОЛЕ;ГР.ЕТРОПОЛЕ;"Средно училище ""Христо Ясенов""";2300195;54;51,43;53;33,17
СОФИЯ-ОБЛАСТ;ЕТРОПОЛЕ;ГР.ЕТРОПОЛЕ;"Основно училище ""Христо Ботев""";2308785;15;19,67;15;14,47
СОФИЯ-ОБЛАСТ;ЕТРОПОЛЕ;С.ЛОПЯН;"Основно училище ""Христо Ботев""";2303456;9;24,33;9;22,22
СОФИЯ-ОБЛАСТ;ЗЛАТИЦА;ГР.ЗЛАТИЦА;"Средно училище ""Свети Паисий Хилендарски""";2308792;46;56,25;46;36,11
СОФИЯ-ОБЛАСТ;ИХТИМАН;ГР.ИХТИМАН;"Средно училище ""Христо Ботев""";2300188;97;47,55;98;28,01
СОФИЯ-ОБЛАСТ;ИХТИМАН;ГР.ИХТИМАН;"Основно Училище ""Димчо Дебелянов""";2304101;29;26,69;29;36,66
СОФИЯ-ОБЛАСТ;ИХТИМАН;ГР.ИХТИМАН;"Основно училище ""Свети Свети Кирил и Методий""";2308810;61;18,8;60;20
СОФИЯ-ОБЛАСТ;ИХТИМАН;С.ВАКАРЕЛ;"Обединено Училище ""Христо Смирненски""";2309054;14;44,61;14;22,88
СОФИЯ-ОБЛАСТ;КОПРИВЩИЦА;ГР.КОПРИВЩИЦА;"Средно училище ""Любен Каравелов""";2306331;11;52,55;11;48,89
СОФИЯ-ОБЛАСТ;КОСТЕНЕЦ;ГР.КОСТЕНЕЦ;"Средно училище ""Св. Климент Охридски""";2303490;47;53,9;47;33,9
СОФИЯ-ОБЛАСТ;КОСТЕНЕЦ;ГР.КОСТЕНЕЦ;"Основно училище ""Св.св. Кирил и Методий""";2309531;26;53,27;26;29,22
СОФИЯ-ОБЛАСТ;КОСТЕНЕЦ;С.КОСТЕНЕЦ;"Основно училище ""Константин Костенечки""";2304763;23;37,13;23;25,89
СОФИЯ-ОБЛАСТ;КОСТЕНЕЦ;С.МОМИН ПРОХОД;"Основно училище "" Христо Смирненски""";2309532;8;62,63;8;52,41
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;ГР.КОСТИНБРОД;"Второ основно училище ""Васил Левски""";2300067;11;38,73;11;19,34
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;ГР.КОСТИНБРОД;"Първо основно училище ""Васил Левски""";2308290;18;47,19;18;21,42
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;ГР.КОСТИНБРОД;"Средно училище ""Д-р Петър Берон""";2309638;67;62,29;67;39,94
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;С.ПЕТЪРЧ;"Основно училище ""Отец Паисий""";2302142;9;62,89;9;44,58
СОФИЯ-ОБЛАСТ;МИРКОВО;С.МИРКОВО;"Основно училище ""Георги Бенковски""";2307277;16;44,59;16;28,22
СОФИЯ-ОБЛАСТ;ПИРДОП;ГР.ПИРДОП;"Средно училище ""Саво Ценов Савов""";2300105;58;52,78;58;27,48
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;ГР.ПРАВЕЦ;"Основно училище ""Васил Левски""";2309862;42;51,87;42;30,49
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;С.ВИДРАРЕ;"Основно училище ""Васил Левски""";2309321;7;45,14;7;41,86
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;С.ДЖУРОВО;"Основно училище ""Христо Ботев""";2309314;10;30,3;10;35,1
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;С.ОСИКОВИЦА;Основно училище Любен Каравелов;2309339;10;16,5;11;23,45
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;С.РАЗЛИВ;"Основно училище ""Христо Ботев""";2309875;7;22,36;6;34,83
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;"Профилирана гимназия ""КОНСТАНТИН ФОТИНОВ""";2300131;26;67,62;26;52,71
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;"Основно училище ""Св. Св. Кирил и Методий""";2301881;32;61,23;32;36,02
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;"Средно училище ""Отец Паисий""";2303106;54;54,03;53;23,78
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;"Обединено училище ""Неофит Рилски""";2303825;61;12,11;59;11,12
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;"Спортно училище ""Никола Велчев""";2304610;26;34,96;26;22,03
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;"Основно училище ""Митрополит Авксентий Велешки""";2308917;73;53,76;73;25,97
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;"Основно училище ""Христо Максимов""";2308924;19;50,42;19;28,99
СОФИЯ-ОБЛАСТ;САМОКОВ;С.ГОВЕДАРЦИ;"Основно училище ""Димчо Дебелянов""";2300062;9;62,61;9;29,03
СОФИЯ-ОБЛАСТ;САМОКОВ;С.ЯРЛОВО;"Основно училище "" Васил Левски""";2309606;5;20,5;4;8
СОФИЯ-ОБЛАСТ;СВОГЕ;ГР.СВОГЕ;"Средно училище ""Иван Вазов""";2308867;87;51,82;87;26,49
СОФИЯ-ОБЛАСТ;СВОГЕ;С.БОВ (ГАРА БОВ);"Основно училище ""Св.св.Кирил и Методий""";2309990;1;52;1;28,75
СОФИЯ-ОБЛАСТ;СВОГЕ;С.ВЛАДО ТРИЧКОВ;"Основно училище ""Елин Пелин""";2309928;5;64,9;5;19,1
СОФИЯ-ОБЛАСТ;СВОГЕ;С.ИСКРЕЦ;"Основно училище ""Свети Иван Рилски""";2308828;7;52,64;7;19,5
СОФИЯ-ОБЛАСТ;СВОГЕ;С.ЛАКАТНИК(ГАРА ЛАКАТНИК);"Основно училище ""Христо Ботев""";2309111;7;40,71;7;16,14
СОФИЯ-ОБЛАСТ;СВОГЕ;С.РЕБРОВО;"Основно училище ""Д-р Петър Берон""";2309912;11;44,36;11;27,34
СОФИЯ-ОБЛАСТ;СВОГЕ;С.СВИДНЯ;"Основно училище ""Отец Паисий""";2300028;5;70,8;5;29,7
СОФИЯ-ОБЛАСТ;СВОГЕ;С.ЦЕРОВО;"Основно училище ""Васил Левски""";2302003;8;51,19;8;20,72
СОФИЯ-ОБЛАСТ;СЛИВНИЦА;ГР.СЛИВНИЦА;"Средно училище Св.Св. Кирил и Методий""";2306517;67;53,5;66;28,37
СОФИЯ-ОБЛАСТ;СЛИВНИЦА;С.АЛДОМИРОВЦИ;"Обединено Училище ""Иван Вазов""";2306518;11;47,45;12;16,35
СОФИЯ-ОБЛАСТ;ЧАВДАР;С.ЧАВДАР;"Основно училище ""Св. Св. Кирил и Методий""";2309499;8;59,25;8;45,69
СОФИЯ-ОБЛАСТ;ЧЕЛОПЕЧ;С.ЧЕЛОПЕЧ;"Основно училище ""Св. Св. Кирил и Методий""";2307223;20;50,5;20;24,51
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.БРАТЯ ДАСКАЛОВИ;"Средно училище ""Христо Ботев""";2403098;5;32,2;5;30,45
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.ГРАНИТ;"Основно училище ""Пейо Крачолов Яворов""";2403099;2;37,25;2;24,75
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.МИРОВО;"Основно училище ""Д-р Петър Берон""";2403100;4;18,75;4;17
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.ОРИЗОВО;"Основно училище ""Христо Ботев""";2403102;12;18,46;12;14,33
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.ПАРТИЗАНИН;"Основно училище ""Георги Сава Раковски""";2403103;4;8,5;6;9,67
СТАРА ЗАГОРА;БРАТЯ ДАСКАЛОВИ;С.ЧЕРНА ГОРА;"Основно училище ""Свети свети Кирил и Методий""";2403105;13;14,96;12;14,75
СТАРА ЗАГОРА;ГУРКОВО;ГР.ГУРКОВО;"Средно училище ""Христо Смирненски""";2406129;35;26,33;35;18,3
СТАРА ЗАГОРА;ГУРКОВО;С.ПАНИЧЕРЕВО;"Основно училище ""Св.Св. Кирил и Методий""";2406130;5;27;5;21,2
СТАРА ЗАГОРА;ГЪЛЪБОВО;ГР.ГЪЛЪБОВО;"Средно училище ""Васил Левски""";2404107;47;36,55;47;20,24
СТАРА ЗАГОРА;ГЪЛЪБОВО;ГР.ГЪЛЪБОВО;"Първо основно училище ""Свети Паисий Хилендарски""";2404109;24;16,63;21;21,48
СТАРА ЗАГОРА;ГЪЛЪБОВО;ГР.ГЪЛЪБОВО;"Второ основно училище"" Христо Ботев""";2404110;39;34,35;39;19,62
СТАРА ЗАГОРА;ГЪЛЪБОВО;С.ОБРУЧИЩЕ;"Основно училище ""Свети Свети Кирил и Методий""";2404113;1;53;1;42,25
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Профилирана природо-математическа гимназия ""Никола Обрешков""";2400262;51;78,95;51;67,47
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Средно училище ""Екзарх Антим I""";2400264;84;57,93;84;31,43
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Основно училище ""Кулата""";2400271;38;55,51;37;33,84
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Основно училище ""Георги Кирков""";2400272;63;56,56;63;26,47
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Основно училище ""Свети Паисий Хилендарски""";2400273;46;43,88;46;22,84
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"ОСНОВНО УЧИЛИЩЕ ""МАТИ БОЛГАРИЯ""";2400274;79;54,44;79;29,22
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Основно училище ""Чудомир""";2400275;40;45,23;38;20,18
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Основно училище ""Никола Йонков Вапцаров""";2400276;70;58,96;70;30,93
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Основно училище ""Антон Страшимиров""";2400277;31;12,1;32;21,03
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;"Национално училище по пластични изкуства и дизайн ""Академик Дечко Узунов""";2902505;25;70,7;25;30,66
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.ШИПКА;"Основно училище ""Свети свети Кирил и Методий""";2400289;6;25,92;6;13,38
