"﻿""﻿Област""","Община","Населено място","Код по Админ","Училище","БЕЛ Брой","БЕЛ Ср.успех","МАТ Брой","МАТ Ср.успех","ИСТ Брой","ИСТ Ср.успех","ФА Брой","ФА Ср.успех","ГЕО Брой","ГЕО Ср.успех","ХООС Брой","ХООС Ср.успех","ФИЛ Брой","ФИЛ Ср.успех","БЗО Брой","БЗО Ср.успех","АЕ Брой","АЕ Ср.успех","РЕ Брой","РЕ Ср.успех","НЕ Брой","НЕ Ср.успех","ИспЕ Брой","ИспЕ Ср.успех","ФрЕ Брой","ФрЕ Ср.успех","ИтЕ Брой","ИтЕ Ср.успех"
"БУРГАС","РУЕН","С.РУЕН","200 932","Средно училище   ""Елин Пелин""","98","3,77","0","0,00","0","0,00","0","0,00","27","3,84","0","0,00","0","0,00","69","4,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","201 009","Средно училище ""Св. Св. Кирил и Методий""","22","3,01","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,17","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","201 106","Професионална гимназия   по механизация на селското стопанство и   електроника ""Никола Йонков Вапцаров""","23","3,17","0","0,00","0","0,00","0","0,00","1","2,22","0","0,00","21","3,33","1","3,61","1","4,67","1","2,92","0","0,00","0","0,00","0","0,00","0","0,00"
"БУРГАС","СРЕДЕЦ","ГР.СРЕДЕЦ","201 104","Средно училище ""Свети Свети Кирил и Методий""","9","3,23","0","0,00","2","3,01","0","0,00","3","2,88","0","0,00","0","0,00","4","3,74","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","201 212","Средно  училище    ""Христо Ботев""","29","3,46","0","0,00","0","0,00","1","3,17","0","0,00","0","0,00","1","3,90","18","3,64","1","5,54","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","201 305","Средно  училище   ""Никола Йонков Вапцаров""","33","3,85","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","5,15","24","4,09","5","4,29","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","АВРЕН","С.АВРЕН","403 559","Частно средно училище Юрий Гагарин","2","4,65","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,67","1","5,96","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","АВРЕН","С.СИНДЕЛ","400 084","Средно  училище  ""Св. Св. Кирил и Методий""","14","3,11","0","0,00","1","4,18","0","0,00","1","2,97","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","400 087","Средно училище ""Свети Климент Охридски""","16","3,27","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,78","13","3,58","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","АКСАКОВО","С.ИГНАТИЕВО","400 090","Средно   училище   ""Свети Свети Кирил и Методий""","20","2,80","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","3,24","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","400 098","Професионална гимназия  ""Свети Димитър Солунски""","18","3,11","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","3,21","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","400 096","Средно училище   ""Св. св. Кирил и Методий""","27","3,52","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","26","3,90","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","БЯЛА","ГР.БЯЛА","400 106","Професионална гимназия             по селско стопанство и туризъм","19","3,35","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 033","Спортно училище   ""Георги Бенковски""","58","3,69","0","0,00","0","0,00","0","0,00","1","2,92","0","0,00","2","3,60","2","4,28","10","3,98","1","5,77","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 031","Средно  училище    с езиково обучение ""Ал. С. Пушкин""","127","4,77","2","2,80","10","4,57","0","0,00","56","4,42","0","0,00","12","4,92","0","0,00","33","4,98","9","5,20","0","0,00","0","0,00","3","3,83","1","5,07"
"ВАРНА","ВАРНА","ГР.ВАРНА","402 183","Варненска морска гимназия  ""Свети Николай Чудотворец""","112","3,54","0","0,00","1","3,13","0","0,00","3","3,37","0","0,00","7","4,14","39","3,45","45","4,05","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","402 030","Варненска търговска гимназия    ""Георги  Стойков Раковски""","127","4,49","2","3,46","0","0,00","0","0,00","23","3,82","0","0,00","4","3,85","20","4,36","60","4,67","0","0,00","2","3,79","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 043","Гимназия с преподаване   на чужди езици  ""Йоан Екзарх""","184","5,38","10","4,83","1","5,86","0","0,00","3","5,13","2","5,80","0","0,00","6","5,02","113","5,00","0","0,00","41","5,42","0","0,00","8","4,79","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 042","ІV Езикова гимназия   ""Фредерик Жолио - Кюри""","200","5,13","11","4,54","3","4,60","0","0,00","1","3,29","0","0,00","4","4,84","8","5,38","90","4,89","0","0,00","0","0,00","15","5,38","68","5,08","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 046","Математическа гимназия  ""Д-р Петър Берон""","203","5,14","148","5,46","2","5,90","0","0,00","0","0,00","1","5,92","0","0,00","2","5,88","49","5,26","0","0,00","1","5,88","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 047","Средно училище за хуманитарни науки и изкуства  ""Константин Преславски""","187","4,65","0","0,00","2","4,50","1","3,29","18","4,04","0","0,00","12","4,90","41","4,25","109","4,83","4","3,73","1","4,46","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","2 902 106","НАЦИОНАЛНО УЧИЛИЩЕ  ПО ИЗКУСТВАТА ""ДОБРИ ХРИСТОВ""","54","4,43","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,82","5","4,82","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 531","Професионална гимназия    по електротехника","100","3,79","1","5,35","0","0,00","0","0,00","8","3,62","0","0,00","1","3,35","35","4,09","32","4,45","1","5,50","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","402 172","Професионална гимназия  по горско стопанство и дървообработване  ""Николай Хайтов""","76","3,31","0","0,00","0","0,00","0","0,00","2","2,89","0","0,00","0","0,00","10","3,25","3","3,35","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 044","Професионална гимназия по икономика   ""Д-р Иван Богоров""","149","4,17","1","3,01","8","3,45","0","0,00","8","3,38","1","3,28","34","4,26","26","3,98","37","4,37","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 063","Професионална гимназия по строителство,   архитектура и геодезия ""Васил Левски""","96","3,78","1","3,67","7","3,67","0","0,00","21","3,40","0","0,00","0","0,00","8","3,49","18","4,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","402 161","Професионална гимназия по текстил и моден дизайн","75","3,63","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,48","7","3,80","4","3,80","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 534","Професионална гимназия по туризъм   ""Професор д-р Асен Златаров""","182","4,27","1","2,75","0","0,00","0","0,00","15","3,28","0","0,00","4","4,25","5","4,17","44","4,41","1","4,50","1","5,21","1","3,46","1","4,76","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 058","Професионална гимназия   по химични и хранително-вкусови технологии ""Дм.Ив.Менделеев""","24","3,83","0","0,00","0","0,00","0","0,00","1","3,13","1","3,39","5","3,95","11","4,07","5","4,60","1","5,95","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 055","Професионална техническа гимназия","161","3,72","1","2,84","4","3,20","0","0,00","2","3,66","0","0,00","2","4,58","5","3,48","28","4,28","1","4,81","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 045","Първа езикова гимназия","236","5,34","16","5,23","4","4,95","1","6,00","0","0,00","2","5,55","0","0,00","3","5,26","156","5,16","0","0,00","54","5,65","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 030","Седмо средно    училище ""Найден Геров""","76","3,75","1","3,31","3","3,84","1","2,88","19","3,05","0","0,00","12","4,28","15","3,79","22","4,44","2","5,78","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 040","Средно училище     ""Свети Климент Охридски""","47","4,39","5","3,94","0","0,00","2","4,60","5","3,57","2","4,71","3","3,98","3","4,61","28","4,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 034","Средно училище ""Гео Милев""","49","4,03","2","4,19","0","0,00","0","0,00","8","4,18","0","0,00","4","4,12","5","3,70","21","4,32","8","5,22","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 036","Средно  училище   ""Елин Пелин""","3","3,63","0","0,00","0","0,00","0","0,00","2","3,49","0","0,00","1","3,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 039","Средно  училище  ""Пейо  Крачолов  Яворов""","22","3,78","0","0,00","0","0,00","0","0,00","3","3,74","0","0,00","1","3,81","13","3,76","6","4,66","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 037","Средно училище ""Любен Каравелов""","27","3,55","0","0,00","2","4,16","0","0,00","3","3,66","0","0,00","0","0,00","18","3,27","2","3,53","2","5,78","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 041","Трета природоматематическа гимназия ""Академик Методий Попов""","135","4,63","0","0,00","1","3,41","17","4,82","7","4,56","4","4,78","26","4,56","24","5,29","52","4,70","1","5,96","4","4,52","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 076","Частна езикова гимназия с изучаване на чужди езици ""Джордж Байрон""","20","4,09","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","4,12","1","4,90","15","4,32","1","5,70","2","5,37","0","0,00","1","5,07","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 074","Частна профилирана гимназия ""Антоан дьо Сент-Екзюпери""","9","4,57","0","0,00","0","0,00","0","0,00","1","3,81","0","0,00","0","0,00","0","0,00","8","4,79","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 070","Частна Търговска Гимназия ""Конто Трейд"" ЕООД","10","4,23","0","0,00","0","0,00","0","0,00","1","2,70","0","0,00","4","4,01","0","0,00","4","3,74","0","0,00","2","4,51","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 538","Средно училище ""Неофит Бозвели""","43","3,20","1","3,14","1","3,00","0","0,00","3","3,23","0","0,00","13","3,74","20","3,22","5","4,04","2","3,09","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","400 108","Средно  училище  ""Христо Ботев""","18","3,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИДОЛ","400 112","Средно училище ""Васил Левски""","32","3,39","1","5,64","2","3,43","0","0,00","1","3,41","0","0,00","14","3,63","3","3,40","3","4,73","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","400 113","Професионална гимназия по   земеделие и горско стопанство","34","2,86","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","400 123","Среднo училище  ""Васил Левски""","21","3,22","0","0,00","1","4,12","0","0,00","7","2,73","0","0,00","3","3,52","13","3,42","0","0,00","1","2,44","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","400 127","Професионална гимназия по селско   стопанствo  ""Иван Владимирович Мичурин""","37","3,09","0","0,00","0","0,00","0","0,00","39","3,17","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","400 126","Средно  училище  ""Васил Левски""","21","3,51","0","0,00","0","0,00","0","0,00","12","3,49","0","0,00","0","0,00","7","5,09","1","4,49","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","400 136","Средно училище  ""Свети Климент Охридски""","41","3,46","0","0,00","8","4,17","0","0,00","0","0,00","0","0,00","0","0,00","23","3,73","3","3,73","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВАРНА","ДЪЛГОПОЛ","С.МЕДОВЕЦ","400 142","Средно  училище ""Назъм Хикмет""","12","3,24","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","4,47","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
